;Datum;Von;bis;MW
02.01.2021;05:15;05:30;11.510;
02.01.2021;05:30;05:45;11.538;
02.01.2021;05:45;06:00;11.498;
02.01.2021;06:00;06:15;11.348;
02.01.2021;06:15;06:30;11.291;
02.01.2021;06:30;06:45;11.279;
02.01.2021;06:45;07:00;11.173;
02.01.2021;07:00;07:15;11.013;
02.01.2021;07:15;07:30;11.212;
02.01.2021;07:30;07:45;11.144;
02.01.2021;07:45;08:00;11.075;
02.01.2021;08:00;08:15;11.004;
02.01.2021;08:15;08:30;11.135;
02.01.2021;08:30;08:45;11.155;
02.01.2021;08:45;09:00;11.121;
02.01.2021;09:00;09:15;11.704;
02.01.2021;09:15;09:30;12.010;
02.01.2021;09:30;09:45;11.995;
02.01.2021;09:45;10:00;11.873;
02.01.2021;10:00;10:15;12.053;
02.01.2021;10:15;10:30;12.100;
02.01.2021;10:30;10:45;12.123;
02.01.2021;10:45;11:00;12.077;
02.01.2021;11:00;11:15;12.022;
02.01.2021;11:15;11:30;12.009;
02.01.2021;11:30;11:45;12.011;
02.01.2021;11:45;12:00;11.963;
02.01.2021;12:00;12:15;11.557;
02.01.2021;12:15;12:30;11.516;
02.01.2021;12:30;12:45;11.551;
02.01.2021;12:45;13:00;11.459;
02.01.2021;13:00;13:15;11.335;
02.01.2021;13:15;13:30;11.325;
02.01.2021;13:30;13:45;11.304;
02.01.2021;13:45;14:00;11.220;
02.01.2021;14:00;14:15;11.144;
02.01.2021;14:15;14:30;11.169;
02.01.2021;14:30;14:45;11.218;
02.01.2021;14:45;15:00;11.127;
02.01.2021;15:00;15:15;11.163;
02.01.2021;15:15;15:30;11.169;
02.01.2021;15:30;15:45;11.249;
02.01.2021;15:45;16:00;11.231;
02.01.2021;16:00;16:15;11.446;
02.01.2021;16:15;16:30;11.591;
02.01.2021;16:30;16:45;11.689;
02.01.2021;16:45;17:00;11.638;
02.01.2021;17:00;17:15;12.464;
02.01.2021;17:15;17:30;12.656;
02.01.2021;17:30;17:45;12.728;
02.01.2021;17:45;18:00;12.731;
02.01.2021;18:00;18:15;12.817;
02.01.2021;18:15;18:30;13.016;
02.01.2021;18:30;18:45;13.051;
02.01.2021;18:45;19:00;13.024;
02.01.2021;19:00;19:15;12.938;
02.01.2021;19:15;19:30;12.971;
02.01.2021;19:30;19:45;12.961;
02.01.2021;19:45;20:00;12.869;
02.01.2021;20:00;20:15;11.868;
02.01.2021;20:15;20:30;11.748;
02.01.2021;20:30;20:45;11.723;
02.01.2021;20:45;21:00;11.672;
02.01.2021;21:00;21:15;11.602;
02.01.2021;21:15;21:30;11.572;
02.01.2021;21:30;21:45;11.653;
02.01.2021;21:45;22:00;11.614;
02.01.2021;22:00;22:15;11.601;
02.01.2021;22:15;22:30;11.598;
02.01.2021;22:30;22:45;11.569;
02.01.2021;22:45;23:00;11.533;
02.01.2021;23:00;23:15;11.647;
02.01.2021;23:15;23:30;11.797;
02.01.2021;23:30;23:45;11.910;
02.01.2021;23:45;00:00;11.772;
03.01.2021;00:00;00:15;11.886;
03.01.2021;00:15;00:30;12.222;
03.01.2021;00:30;00:45;12.320;
03.01.2021;00:45;01:00;12.347;
03.01.2021;01:00;01:15;12.509;
03.01.2021;01:15;01:30;12.555;
03.01.2021;01:30;01:45;12.655;
03.01.2021;01:45;02:00;12.614;
03.01.2021;02:00;02:15;12.483;
03.01.2021;02:15;02:30;12.366;
03.01.2021;02:30;02:45;12.363;
03.01.2021;02:45;03:00;12.261;
03.01.2021;03:00;03:15;12.014;
03.01.2021;03:15;03:30;11.856;
03.01.2021;03:30;03:45;11.788;
03.01.2021;03:45;04:00;11.443;
03.01.2021;04:00;04:15;11.203;
03.01.2021;04:15;04:30;11.176;
03.01.2021;04:30;04:45;11.100;
03.01.2021;04:45;05:00;11.022;
03.01.2021;05:00;05:15;11.061;
03.01.2021;05:15;05:30;11.194;
03.01.2021;05:30;05:45;11.237;
03.01.2021;05:45;06:00;11.265;
03.01.2021;06:00;06:15;11.601;
03.01.2021;06:15;06:30;11.841;
03.01.2021;06:30;06:45;11.925;
03.01.2021;06:45;07:00;11.948;
03.01.2021;07:00;07:15;11.754;
03.01.2021;07:15;07:30;11.539;
03.01.2021;07:30;07:45;11.542;
03.01.2021;07:45;08:00;11.628;
03.01.2021;08:00;08:15;11.912;
03.01.2021;08:15;08:30;12.049;
03.01.2021;08:30;08:45;12.044;
03.01.2021;08:45;09:00;12.066;
03.01.2021;09:00;09:15;12.328;
03.01.2021;09:15;09:30;12.441;
03.01.2021;09:30;09:45;12.313;
03.01.2021;09:45;10:00;12.272;
03.01.2021;10:00;10:15;12.088;
03.01.2021;10:15;10:30;11.905;
03.01.2021;10:30;10:45;11.989;
03.01.2021;10:45;11:00;12.154;
03.01.2021;11:00;11:15;12.348;
03.01.2021;11:15;11:30;12.322;
03.01.2021;11:30;11:45;12.495;
03.01.2021;11:45;12:00;12.610;
03.01.2021;12:00;12:15;12.572;
03.01.2021;12:15;12:30;12.556;
03.01.2021;12:30;12:45;12.579;
03.01.2021;12:45;13:00;12.730;
03.01.2021;13:00;13:15;13.012;
03.01.2021;13:15;13:30;13.106;
03.01.2021;13:30;13:45;12.943;
03.01.2021;13:45;14:00;12.895;
03.01.2021;14:00;14:15;12.812;
03.01.2021;14:15;14:30;12.813;
03.01.2021;14:30;14:45;12.809;
03.01.2021;14:45;15:00;12.908;
03.01.2021;15:00;15:15;12.833;
03.01.2021;15:15;15:30;12.697;
03.01.2021;15:30;15:45;12.680;
03.01.2021;15:45;16:00;12.802;
03.01.2021;16:00;16:15;12.807;
03.01.2021;16:15;16:30;12.752;
03.01.2021;16:30;16:45;12.790;
03.01.2021;16:45;17:00;12.840;
03.01.2021;17:00;17:15;13.715;
03.01.2021;17:15;17:30;13.894;
03.01.2021;17:30;17:45;13.661;
03.01.2021;17:45;18:00;13.617;
03.01.2021;18:00;18:15;13.547;
03.01.2021;18:15;18:30;13.683;
03.01.2021;18:30;18:45;13.596;
03.01.2021;18:45;19:00;13.556;
03.01.2021;19:00;19:15;12.886;
03.01.2021;19:15;19:30;12.839;
03.01.2021;19:30;19:45;12.815;
03.01.2021;19:45;20:00;13.000;
03.01.2021;20:00;20:15;12.161;
03.01.2021;20:15;20:30;11.792;
03.01.2021;20:30;20:45;11.843;
03.01.2021;20:45;21:00;11.743;
03.01.2021;21:00;21:15;11.780;
03.01.2021;21:15;21:30;11.645;
03.01.2021;21:30;21:45;11.598;
03.01.2021;21:45;22:00;11.376;
03.01.2021;22:00;22:15;11.552;
03.01.2021;22:15;22:30;11.482;
03.01.2021;22:30;22:45;11.405;
03.01.2021;22:45;23:00;11.054;
03.01.2021;23:00;23:15;10.827;
03.01.2021;23:15;23:30;10.661;
03.01.2021;23:30;23:45;10.490;
03.01.2021;23:45;00:00;10.419;
04.01.2021;00:00;00:15;10.934;
04.01.2021;00:15;00:30;11.177;
04.01.2021;00:30;00:45;11.151;
04.01.2021;00:45;01:00;11.163;
04.01.2021;01:00;01:15;11.427;
04.01.2021;01:15;01:30;11.681;
04.01.2021;01:30;01:45;11.894;
04.01.2021;01:45;02:00;12.039;
04.01.2021;02:00;02:15;12.316;
04.01.2021;02:15;02:30;12.396;
04.01.2021;02:30;02:45;12.438;
04.01.2021;02:45;03:00;12.415;
04.01.2021;03:00;03:15;12.184;
04.01.2021;03:15;03:30;12.136;
04.01.2021;03:30;03:45;12.070;
04.01.2021;03:45;04:00;11.881;
04.01.2021;04:00;04:15;11.357;
04.01.2021;04:15;04:30;11.329;
04.01.2021;04:30;04:45;11.356;
04.01.2021;04:45;05:00;11.091;
04.01.2021;05:00;05:15;10.488;
04.01.2021;05:15;05:30;10.561;
04.01.2021;05:30;05:45;10.473;
04.01.2021;05:45;06:00;10.322;
04.01.2021;06:00;06:15;10.489;
04.01.2021;06:15;06:30;10.598;
04.01.2021;06:30;06:45;10.655;
04.01.2021;06:45;07:00;10.967;
04.01.2021;07:00;07:15;11.470;
04.01.2021;07:15;07:30;11.579;
04.01.2021;07:30;07:45;11.463;
04.01.2021;07:45;08:00;11.388;
04.01.2021;08:00;08:15;11.444;
04.01.2021;08:15;08:30;11.501;
04.01.2021;08:30;08:45;11.589;
04.01.2021;08:45;09:00;11.652;
04.01.2021;09:00;09:15;12.039;
04.01.2021;09:15;09:30;12.094;
04.01.2021;09:30;09:45;12.210;
04.01.2021;09:45;10:00;12.254;
04.01.2021;10:00;10:15;12.432;
04.01.2021;10:15;10:30;12.573;
04.01.2021;10:30;10:45;12.612;
04.01.2021;10:45;11:00;12.702;
04.01.2021;11:00;11:15;12.653;
04.01.2021;11:15;11:30;12.684;
04.01.2021;11:30;11:45;12.670;
04.01.2021;11:45;12:00;12.677;
04.01.2021;12:00;12:15;12.904;
04.01.2021;12:15;12:30;12.572;
04.01.2021;12:30;12:45;12.681;
04.01.2021;12:45;13:00;12.625;
04.01.2021;13:00;13:15;12.598;
04.01.2021;13:15;13:30;12.548;
04.01.2021;13:30;13:45;12.745;
04.01.2021;13:45;14:00;12.688;
04.01.2021;14:00;14:15;12.511;
04.01.2021;14:15;14:30;12.512;
04.01.2021;14:30;14:45;12.700;
04.01.2021;14:45;15:00;12.592;
04.01.2021;15:00;15:15;12.412;
04.01.2021;15:15;15:30;12.427;
04.01.2021;15:30;15:45;12.315;
04.01.2021;15:45;16:00;12.504;
04.01.2021;16:00;16:15;13.387;
04.01.2021;16:15;16:30;13.656;
04.01.2021;16:30;16:45;13.745;
04.01.2021;16:45;17:00;13.731;
04.01.2021;17:00;17:15;13.431;
04.01.2021;17:15;17:30;13.287;
04.01.2021;17:30;17:45;13.218;
04.01.2021;17:45;18:00;13.322;
04.01.2021;18:00;18:15;13.481;
04.01.2021;18:15;18:30;13.544;
04.01.2021;18:30;18:45;13.594;
04.01.2021;18:45;19:00;13.531;
04.01.2021;19:00;19:15;13.679;
04.01.2021;19:15;19:30;13.626;
04.01.2021;19:30;19:45;13.464;
04.01.2021;19:45;20:00;13.402;
04.01.2021;20:00;20:15;12.985;
04.01.2021;20:15;20:30;12.794;
04.01.2021;20:30;20:45;12.718;
04.01.2021;20:45;21:00;12.656;
04.01.2021;21:00;21:15;12.637;
04.01.2021;21:15;21:30;12.488;
04.01.2021;21:30;21:45;12.442;
04.01.2021;21:45;22:00;12.255;
04.01.2021;22:00;22:15;12.121;
04.01.2021;22:15;22:30;12.157;
04.01.2021;22:30;22:45;12.088;
04.01.2021;22:45;23:00;12.046;
04.01.2021;23:00;23:15;11.913;
04.01.2021;23:15;23:30;11.911;
04.01.2021;23:30;23:45;11.899;
04.01.2021;23:45;00:00;11.933;
05.01.2021;00:00;00:15;12.017;
05.01.2021;00:15;00:30;11.841;
05.01.2021;00:30;00:45;11.849;
05.01.2021;00:45;01:00;12.002;
05.01.2021;01:00;01:15;12.178;
05.01.2021;01:15;01:30;12.234;
05.01.2021;01:30;01:45;12.033;
05.01.2021;01:45;02:00;11.965;
05.01.2021;02:00;02:15;12.077;
05.01.2021;02:15;02:30;12.142;
05.01.2021;02:30;02:45;12.074;
05.01.2021;02:45;03:00;12.099;
05.01.2021;03:00;03:15;12.171;
05.01.2021;03:15;03:30;12.159;
05.01.2021;03:30;03:45;12.122;
05.01.2021;03:45;04:00;12.171;
05.01.2021;04:00;04:15;12.007;
05.01.2021;04:15;04:30;12.087;
05.01.2021;04:30;04:45;12.053;
05.01.2021;04:45;05:00;12.065;
05.01.2021;05:00;05:15;12.012;
05.01.2021;05:15;05:30;11.956;
05.01.2021;05:30;05:45;11.980;
05.01.2021;05:45;06:00;11.941;
05.01.2021;06:00;06:15;11.903;
05.01.2021;06:15;06:30;11.873;
05.01.2021;06:30;06:45;11.785;
05.01.2021;06:45;07:00;11.921;
05.01.2021;07:00;07:15;11.864;
05.01.2021;07:15;07:30;11.893;
05.01.2021;07:30;07:45;11.761;
05.01.2021;07:45;08:00;11.789;
05.01.2021;08:00;08:15;12.099;
05.01.2021;08:15;08:30;12.404;
05.01.2021;08:30;08:45;12.440;
05.01.2021;08:45;09:00;12.507;
05.01.2021;09:00;09:15;12.386;
05.01.2021;09:15;09:30;12.432;
05.01.2021;09:30;09:45;12.444;
05.01.2021;09:45;10:00;12.432;
05.01.2021;10:00;10:15;12.815;
05.01.2021;10:15;10:30;12.885;
05.01.2021;10:30;10:45;12.891;
05.01.2021;10:45;11:00;12.836;
05.01.2021;11:00;11:15;12.822;
05.01.2021;11:15;11:30;12.840;
05.01.2021;11:30;11:45;12.863;
05.01.2021;11:45;12:00;12.841;
05.01.2021;12:00;12:15;12.733;
05.01.2021;12:15;12:30;12.685;
05.01.2021;12:30;12:45;12.745;
05.01.2021;12:45;13:00;12.717;
05.01.2021;13:00;13:15;12.511;
05.01.2021;13:15;13:30;12.323;
05.01.2021;13:30;13:45;12.368;
05.01.2021;13:45;14:00;12.359;
05.01.2021;14:00;14:15;12.707;
05.01.2021;14:15;14:30;12.809;
05.01.2021;14:30;14:45;12.857;
05.01.2021;14:45;15:00;12.784;
05.01.2021;15:00;15:15;12.612;
05.01.2021;15:15;15:30;12.539;
05.01.2021;15:30;15:45;12.519;
05.01.2021;15:45;16:00;12.558;
05.01.2021;16:00;16:15;13.342;
05.01.2021;16:15;16:30;13.435;
05.01.2021;16:30;16:45;13.400;
05.01.2021;16:45;17:00;13.447;
05.01.2021;17:00;17:15;13.466;
05.01.2021;17:15;17:30;13.606;
05.01.2021;17:30;17:45;13.548;
05.01.2021;17:45;18:00;13.541;
05.01.2021;18:00;18:15;13.459;
05.01.2021;18:15;18:30;13.589;
05.01.2021;18:30;18:45;13.575;
05.01.2021;18:45;19:00;13.634;
05.01.2021;19:00;19:15;12.973;
05.01.2021;19:15;19:30;12.928;
05.01.2021;19:30;19:45;12.714;
05.01.2021;19:45;20:00;12.540;
05.01.2021;20:00;20:15;12.619;
05.01.2021;20:15;20:30;12.537;
05.01.2021;20:30;20:45;12.573;
05.01.2021;20:45;21:00;12.550;
05.01.2021;21:00;21:15;12.625;
05.01.2021;21:15;21:30;12.619;
05.01.2021;21:30;21:45;12.669;
05.01.2021;21:45;22:00;12.694;
05.01.2021;22:00;22:15;12.747;
05.01.2021;22:15;22:30;12.678;
05.01.2021;22:30;22:45;12.764;
05.01.2021;22:45;23:00;12.805;
05.01.2021;23:00;23:15;12.544;
05.01.2021;23:15;23:30;12.452;
05.01.2021;23:30;23:45;12.591;
05.01.2021;23:45;00:00;12.569;
06.01.2021;00:00;00:15;12.655;
06.01.2021;00:15;00:30;12.417;
06.01.2021;00:30;00:45;12.467;
06.01.2021;00:45;01:00;12.528;
06.01.2021;01:00;01:15;12.551;
06.01.2021;01:15;01:30;12.399;
06.01.2021;01:30;01:45;12.326;
06.01.2021;01:45;02:00;12.336;
06.01.2021;02:00;02:15;12.437;
06.01.2021;02:15;02:30;12.379;
06.01.2021;02:30;02:45;12.333;
06.01.2021;02:45;03:00;12.310;
06.01.2021;03:00;03:15;12.262;
06.01.2021;03:15;03:30;12.227;
06.01.2021;03:30;03:45;12.141;
06.01.2021;03:45;04:00;12.046;
06.01.2021;04:00;04:15;12.159;
06.01.2021;04:15;04:30;12.192;
06.01.2021;04:30;04:45;12.128;
06.01.2021;04:45;05:00;12.001;
06.01.2021;05:00;05:15;11.972;
06.01.2021;05:15;05:30;11.950;
06.01.2021;05:30;05:45;11.947;
06.01.2021;05:45;06:00;11.877;
06.01.2021;06:00;06:15;11.704;
06.01.2021;06:15;06:30;11.687;
06.01.2021;06:30;06:45;11.581;
06.01.2021;06:45;07:00;11.491;
06.01.2021;07:00;07:15;11.516;
06.01.2021;07:15;07:30;11.397;
06.01.2021;07:30;07:45;11.401;
06.01.2021;07:45;08:00;11.334;
06.01.2021;08:00;08:15;11.468;
06.01.2021;08:15;08:30;11.703;
06.01.2021;08:30;08:45;11.689;
06.01.2021;08:45;09:00;11.733;
06.01.2021;09:00;09:15;11.588;
06.01.2021;09:15;09:30;11.828;
06.01.2021;09:30;09:45;11.941;
06.01.2021;09:45;10:00;11.953;
06.01.2021;10:00;10:15;12.228;
06.01.2021;10:15;10:30;12.279;
06.01.2021;10:30;10:45;12.385;
06.01.2021;10:45;11:00;12.335;
06.01.2021;11:00;11:15;12.321;
06.01.2021;11:15;11:30;12.424;
06.01.2021;11:30;11:45;12.479;
06.01.2021;11:45;12:00;12.352;
06.01.2021;12:00;12:15;12.156;
06.01.2021;12:15;12:30;12.076;
06.01.2021;12:30;12:45;12.184;
06.01.2021;12:45;13:00;12.125;
06.01.2021;13:00;13:15;11.625;
06.01.2021;13:15;13:30;11.598;
06.01.2021;13:30;13:45;11.620;
06.01.2021;13:45;14:00;11.610;
06.01.2021;14:00;14:15;11.605;
06.01.2021;14:15;14:30;11.561;
06.01.2021;14:30;14:45;11.584;
06.01.2021;14:45;15:00;11.582;
06.01.2021;15:00;15:15;11.571;
06.01.2021;15:15;15:30;11.394;
06.01.2021;15:30;15:45;11.437;
06.01.2021;15:45;16:00;11.387;
06.01.2021;16:00;16:15;11.211;
06.01.2021;16:15;16:30;11.156;
06.01.2021;16:30;16:45;11.167;
06.01.2021;16:45;17:00;11.266;
06.01.2021;17:00;17:15;11.873;
06.01.2021;17:15;17:30;12.192;
06.01.2021;17:30;17:45;12.165;
06.01.2021;17:45;18:00;12.355;
06.01.2021;18:00;18:15;12.196;
06.01.2021;18:15;18:30;12.359;
06.01.2021;18:30;18:45;12.344;
06.01.2021;18:45;19:00;12.331;
06.01.2021;19:00;19:15;11.712;
06.01.2021;19:15;19:30;11.686;
06.01.2021;19:30;19:45;11.631;
06.01.2021;19:45;20:00;11.446;
06.01.2021;20:00;20:15;11.446;
06.01.2021;20:15;20:30;11.344;
06.01.2021;20:30;20:45;11.352;
06.01.2021;20:45;21:00;11.199;
06.01.2021;21:00;21:15;11.268;
06.01.2021;21:15;21:30;11.237;
06.01.2021;21:30;21:45;11.279;
06.01.2021;21:45;22:00;11.140;
06.01.2021;22:00;22:15;11.143;
06.01.2021;22:15;22:30;11.116;
06.01.2021;22:30;22:45;11.209;
06.01.2021;22:45;23:00;11.204;
06.01.2021;23:00;23:15;11.191;
06.01.2021;23:15;23:30;11.179;
06.01.2021;23:30;23:45;11.193;
06.01.2021;23:45;00:00;11.294;
07.01.2021;00:00;00:15;11.295;
07.01.2021;00:15;00:30;11.192;
07.01.2021;00:30;00:45;11.187;
07.01.2021;00:45;01:00;11.222;
07.01.2021;01:00;01:15;11.202;
07.01.2021;01:15;01:30;11.031;
07.01.2021;01:30;01:45;11.048;
07.01.2021;01:45;02:00;11.008;
07.01.2021;02:00;02:15;11.119;
07.01.2021;02:15;02:30;10.961;
07.01.2021;02:30;02:45;10.900;
07.01.2021;02:45;03:00;10.933;
07.01.2021;03:00;03:15;11.007;
07.01.2021;03:15;03:30;11.037;
07.01.2021;03:30;03:45;11.007;
07.01.2021;03:45;04:00;11.092;
07.01.2021;04:00;04:15;11.224;
07.01.2021;04:15;04:30;11.231;
07.01.2021;04:30;04:45;11.123;
07.01.2021;04:45;05:00;11.150;
07.01.2021;05:00;05:15;11.140;
07.01.2021;05:15;05:30;11.199;
07.01.2021;05:30;05:45;11.179;
07.01.2021;05:45;06:00;11.244;
07.01.2021;06:00;06:15;11.128;
07.01.2021;06:15;06:30;11.216;
07.01.2021;06:30;06:45;11.140;
07.01.2021;06:45;07:00;11.189;
07.01.2021;07:00;07:15;11.072;
07.01.2021;07:15;07:30;11.056;
07.01.2021;07:30;07:45;10.968;
07.01.2021;07:45;08:00;11.053;
07.01.2021;08:00;08:15;11.520;
07.01.2021;08:15;08:30;11.527;
07.01.2021;08:30;08:45;11.622;
07.01.2021;08:45;09:00;11.766;
07.01.2021;09:00;09:15;12.310;
07.01.2021;09:15;09:30;12.358;
07.01.2021;09:30;09:45;12.348;
07.01.2021;09:45;10:00;12.371;
07.01.2021;10:00;10:15;12.286;
07.01.2021;10:15;10:30;12.338;
07.01.2021;10:30;10:45;12.352;
07.01.2021;10:45;11:00;12.340;
07.01.2021;11:00;11:15;12.512;
07.01.2021;11:15;11:30;12.554;
07.01.2021;11:30;11:45;12.494;
07.01.2021;11:45;12:00;12.475;
07.01.2021;12:00;12:15;12.565;
07.01.2021;12:15;12:30;12.470;
07.01.2021;12:30;12:45;12.528;
07.01.2021;12:45;13:00;12.233;
07.01.2021;13:00;13:15;12.217;
07.01.2021;13:15;13:30;12.155;
07.01.2021;13:30;13:45;12.168;
07.01.2021;13:45;14:00;12.088;
07.01.2021;14:00;14:15;12.052;
07.01.2021;14:15;14:30;11.996;
07.01.2021;14:30;14:45;12.049;
07.01.2021;14:45;15:00;11.897;
07.01.2021;15:00;15:15;11.893;
07.01.2021;15:15;15:30;11.799;
07.01.2021;15:30;15:45;11.768;
07.01.2021;15:45;16:00;11.588;
07.01.2021;16:00;16:15;11.024;
07.01.2021;16:15;16:30;11.198;
07.01.2021;16:30;16:45;11.196;
07.01.2021;16:45;17:00;11.288;
07.01.2021;17:00;17:15;11.209;
07.01.2021;17:15;17:30;11.239;
07.01.2021;17:30;17:45;11.200;
07.01.2021;17:45;18:00;11.239;
07.01.2021;18:00;18:15;11.479;
07.01.2021;18:15;18:30;11.534;
07.01.2021;18:30;18:45;11.501;
07.01.2021;18:45;19:00;11.516;
07.01.2021;19:00;19:15;11.733;
07.01.2021;19:15;19:30;11.785;
07.01.2021;19:30;19:45;11.645;
07.01.2021;19:45;20:00;11.689;
07.01.2021;20:00;20:15;11.340;
07.01.2021;20:15;20:30;11.353;
07.01.2021;20:30;20:45;11.101;
07.01.2021;20:45;21:00;11.134;
07.01.2021;21:00;21:15;11.088;
07.01.2021;21:15;21:30;11.048;
07.01.2021;21:30;21:45;10.950;
07.01.2021;21:45;22:00;10.897;
07.01.2021;22:00;22:15;10.940;
07.01.2021;22:15;22:30;10.959;
07.01.2021;22:30;22:45;10.913;
07.01.2021;22:45;23:00;10.885;
07.01.2021;23:00;23:15;10.873;
07.01.2021;23:15;23:30;10.781;
07.01.2021;23:30;23:45;10.848;
07.01.2021;23:45;00:00;10.834;
08.01.2021;00:00;00:15;10.801;
08.01.2021;00:15;00:30;10.469;
08.01.2021;00:30;00:45;10.695;
08.01.2021;00:45;01:00;10.537;
08.01.2021;01:00;01:15;10.339;
08.01.2021;01:15;01:30;10.217;
08.01.2021;01:30;01:45;10.259;
08.01.2021;01:45;02:00;10.252;
08.01.2021;02:00;02:15;10.416;
08.01.2021;02:15;02:30;10.489;
08.01.2021;02:30;02:45;10.505;
08.01.2021;02:45;03:00;10.498;
08.01.2021;03:00;03:15;10.375;
08.01.2021;03:15;03:30;10.339;
08.01.2021;03:30;03:45;10.291;
08.01.2021;03:45;04:00;10.168;
08.01.2021;04:00;04:15;9.992;
08.01.2021;04:15;04:30;10.130;
08.01.2021;04:30;04:45;10.281;
08.01.2021;04:45;05:00;10.451;
08.01.2021;05:00;05:15;10.600;
08.01.2021;05:15;05:30;10.681;
08.01.2021;05:30;05:45;10.877;
